m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
0,3523064,0,55.4,4107,JASSS' INSANE,1709594,64,2.74,1458,10449,459214,
0,3449740,0,51.29,1943,"Neverafter, Thereafter, Hereafter.",1677257,302,3.66,1005,10236,459544,
0,1700432,0,65.38,5546,FULL DIVE,808835,300,2.79,38178,42578,427096,
0,2232934,0,53.82,1943,Minorsonek's Extreme,1052028,192,3.19,1800,30840,438937,
0,3078442,0,58.85,4107,Insane,1281934,210,2.81,1003,17396,452389,
2,3228379,0,64.68,5546,MEGA,1581028,114,3.97,6197,7095,462682,4
2,2016144,0,53.23,1943,Present,962923,135,3.35,136854,32209,437568,4
2,2869258,0,51.57,1943,Angki's Present,1381405,153,3.43,7722,3511,466280,4
2,2505024,0,47.64,538,Another,1202890,120,4.11,8060,8794,460982,4
0,3468687,0,61.44,5221,"The Alluring Sea of Stars, so Beguiling in the Night Sky",1697787,300,3.19,6798,11150,458626,
0,1992840,0,54.57,4107,Mikalus' Insane,948049,177,2.98,6723,35124,434688,
0,898597,0,49.44,538,Cloud,414543,323,3.38,60875,62039,407739,
0,3385669,0,28.51,2,Normal,1658451,119,2.2,3959,9153,460624,4
0,3617630,0,25.64,2,Normal,1767320,85,2.03,5934,8789,461007,4
64,1769893,0,60.85,5221,Light Insane,826106,86,2.37,193095,40573,429325,
0,1674588,0,60.99,5221,Agatsu's Insane,795000,112,2.84,46827,43799,425995,
0,1165695,0,56.29,4107,yf's Insane,547494,88,2.96,13601,57493,412330,
0,3259779,0,64.63,5546,ain't no chance,1596017,131,3.04,11894,12943,456875,
0,1734126,0,56.26,4107,Irohas x Kalibe x Haruto's Insane,587616,255,2.96,11124,43157,426606,
256,446059,0,62.7,5221,PC's Insane,185572,129,3.73,16309,75357,394420,7
0,2115019,0,51.99,1943,G11K's Insane,941757,260,2.72,12384,34830,434963,
0,1432607,0,56.68,4107,Left's Insane,675957,86,2.66,6219,48262,421517,
0,582517,0,54.47,1943,Giga Drill Break,253823,204,2.65,11712,74097,395680,
0,2330482,0,58.73,4107,Curse,1115534,97,3.37,49455,29496,440300,
0,2233386,0,53.48,1943,kiry's True Love Extra,1066325,85,3.42,2061,29847,439929,
256,2619276,0,62.07,5221,Monheim's 4K Insane,1259322,272,3.75,3404,23446,446240,4
0,178489,0,43.23,102,Insane,54954,166,2.76,47472,91097,378617,
0,2585171,0,58.86,4107,Otome,1243497,90,3.23,1519,4882,464850,4
0,1219592,0,55.68,4107,Demonic Another,576022,126,2.78,17910,39267,430406,
0,1728103,0,55.02,4107,Shizuku's Extreme,436177,207,3.24,6606,41262,428538,
0,1662337,0,64.77,5546,Little's Extra,741171,88,3.12,10314,44921,424774,
0,188207,0,51.49,1943,Hard,54782,185,2.37,18086,90839,378769,
0,55285,0,50.84,1943,Nakajima,15098,81,2.37,8163,112059,358004,
0,209668,0,50.4,1943,MystykAMV's Insane,60691,188,2.43,26452,91729,377880,
0,144058,0,43.29,102,Hard,45050,106,2.31,37353,87340,382387,
64,4117678,0,56.34,4107,Normal,1982768,131,2.04,5230,1235,468551,4
0,3864886,0,50.26,1943,Sava's Hard,1877657,86,2.78,1352,4218,465563,4
0,2112454,0,63.98,5221,pocket's Extra,1006950,38,2.92,4087,17041,452753,
0,3135008,0,62.62,5221,Stalactite,1006950,38,3.51,5033,17041,452753,
0,3612216,0,61.98,5221,Down's MAXIMUM,1764721,101,4.03,2979,10540,459237,
0,3802256,0,66.53,5546,CAMO'S KEELHAULED,1850895,194,4.13,1023,5909,463881,
256,1403050,0,39.22,25,AIRBORNE,473736,266,5.18,10251,51455,418385,4
0,271638,0,59.43,4107,Insane,102949,85,2.88,21264,88072,381536,
0,2583618,0,58.44,4107,Balalaika,932457,211,3.13,4549,12445,457334,
0,158621,0,49.61,1943,Jumping,51802,153,2.64,104945,85164,384444,
0,2373535,0,53.27,1943,Insane,1135541,244,2.85,783,27977,441808,
0,1690355,0,48.74,538,Fiery's Extreme,805224,95,2.87,377100,42600,427175,
0,766475,0,53.47,1943,Leader's Light Extra,320118,73,2.68,176319,66858,402956,
0,817200,0,45.62,538,pishi's Extra,368064,108,3.01,129906,66353,403428,
64,2696984,0,62.7,5221,Bie's NM,1300107,124,2.17,15347,21408,448369,6
256,3655895,0,60.96,5221,Insane,1784978,135,3.91,6996,5662,464115,4
64,2131813,0,54.94,4107,Extreme!,894883,59,2.68,620415,34575,435221,
64,1762728,0,52.58,1943,Insane,842412,30,2.32,2251737,42826,427022,
64,2281377,0,57.17,4107,Insane,1091268,80,2.12,147170,24620,445359,
64,2608679,0,53.38,1943,Insane,1255210,88,2.4,114560,23659,446176,
0,3722939,0,55.12,4107,"In this world, it's just us <3",1814804,156,2.57,9836,7301,462566,
0,1941920,0,64.73,5546,Dream Collab,929831,309,2.91,8163,37992,431693,
0,80,0,31.79,6,Insane,18,156,2.53,322135,138554,331054,
0,4027020,0,40.16,102,Asteria's Advanced,1944345,79,2.51,933,1841,468025,4
0,953697,0,27.38,2,Insane,443828,58,2.18,57987,51430,418407,
0,2290503,0,29.05,2,Mimari's Promise,1094292,104,2.24,8388,29541,440278,
0,1582896,0,0.12,1,Mao's Normal,751894,194,1.36,42561,45880,423922,
0,2657109,0,63.11,5221,Expert,1279136,212,2.79,10010,20982,448879,
0,1055987,0,60.59,5221,FCL's Extra,482317,170,2.73,9810,34688,434961,
0,3021515,0,59.91,5221,Slips' Extra,1457034,234,2.61,2654,18014,451797,
0,2084661,0,60.14,5221,REALITY ECLIPSE,996649,313,2.68,6741,35602,434208,
0,133683,0,57.97,4107,Extra,41568,160,2.87,23692,100387,369255,
0,3914960,0,47.77,538,tanuki,1899333,232,2.74,2036,4806,465037,
2,1174927,0,55.56,4107,Trigger,555076,250,5.4,75711,54421,415355,4
64,1356687,0,60.6,5221,Insane,639700,87,2.43,85142,52538,417478,
64,1869167,0,52.26,1943,The Man who Blew the World,703820,192,2.07,34416,33771,436023,
0,3647040,0,61.23,5221,Confusion,1780842,214,3.08,2829,7664,462113,
2,1385762,0,68.01,5546,Tofu vs. Virtue's MAXIMUM,653740,126,4.82,68481,49233,420549,4
2,1736516,0,68.75,5546,Another,824258,106,4.38,30987,41351,428678,4
2,474088,0,68.5,5546,Fullerene's 4K Another+,187154,110,4.42,157495,69394,400454,4
2,698184,0,63.55,5221,Another,172867,119,4.16,86317,71863,397936,4
0,1132846,0,56.07,4107,Sabes Lo Que Digo,534813,159,2.94,7686,47951,421924,
0,1383741,0,6.15,1,Sword's Normal,622780,101,1.79,18288,51205,418684,
0,1348390,0,4.25,1,sahuang's Easy,622780,87,1.05,10638,51205,418684,
0,1086502,0,2.3,1,Beom's Normal,504995,96,1.83,26997,59528,410300,
256,3281636,0,54.89,4107,ICE! ICE! ICE!,1607093,323,3.79,2770,11189,458600,4
0,1462834,0,60.61,5221,Komore's Insane,688552,195,3.15,7785,49371,420402,
0,4101998,0,21.73,1,Normal,1976327,86,2.01,991,1016,468769,4
0,3940341,0,18.35,1,Normal,1909936,124,1.92,2208,4456,465329,4
0,766668,0,50.39,1943,Megami,347422,197,3.01,10903,68512,401364,
64,3770586,0,61.06,5221,Normal,1606431,134,2.31,4075,7249,462533,4
64,1850936,0,50.8,1943,Normal,885596,139,2,79119,35244,434605,4
64,956456,0,63.42,5221,Ifuuidol,445251,187,2.9,19120,62236,407541,
0,178095,0,47.17,538,Insane,59418,222,2.82,23507,79991,389785,
0,1652253,0,54.67,4107,Million Dreams,787182,217,2.84,22005,43701,426094,
0,1629581,0,51.51,1943,Insane,772785,233,2.78,4401,45434,424371,
0,3242952,0,9.42,1,MD's NOVICE,1494300,117,1.87,10842,14721,455303,4
64,2508566,0,70.02,5637,Hard,1204733,88,2.4,21978,26938,442838,4
0,2297302,0,63.3,5221,STAMPEDE,1099681,249,2.98,7498,22976,446805,
0,2194297,0,54.7,4107,Rebels,1049950,85,2.76,10278,31128,438594,
64,668855,0,34.05,6,BASIC,298006,118,1.6,129242,70185,399636,4
64,1404403,0,23.07,1,Ly0's Easy,663499,99,1.35,19719,44949,424887,4
0,1014634,0,4.67,1,7K Beginner,474900,117,1.28,18864,41030,428823,7
0,2713453,0,51.12,1943,Ping's Hard,1301440,88,2.9,10008,21414,448371,4
0,428884,0,45.42,538,4K HD,173152,98,2.42,31112,74943,394843,4
0,367724,0,30.81,6,4K HD,148760,84,2.17,226347,81866,387910,4
0,1594727,0,26.74,2,Extra,758101,88,2.58,228186,46523,423254,
0,2554595,0,24.24,1,Pain.,1080899,87,2.42,6245,20888,448959,
0,442221,0,20.99,1,Insane,184786,79,2.38,140817,77253,392523,
0,3081598,0,57.96,4107,xChippy's Extra,1504180,88,3.53,1557,16757,452896,
0,188174,0,57.24,4107,Insane,63774,129,2.67,7283,79563,390220,
0,33717,0,55.4,4107,Insane,7428,97,2.71,7417,118942,350729,
0,480599,0,48.26,538,Extra,189529,102,2.76,48878,77912,391864,
0,3720879,0,4.99,1,Basic,1813747,129,1.31,1459,4186,465944,4
0,3586022,0,1.45,1,Easy Mission,1752369,86,0.95,7142,6619,463261,4
0,3963935,0,0.8,1,Apol's Easy,1795227,228,1.23,782,2683,467093,4
0,2703877,0,41.85,102,4K Hard,1301740,145,2.68,9102,19892,450101,4
0,2059462,0,26.25,2,NM,984247,36,2.08,50470,22377,447400,4
0,2238510,0,28.94,2,Normal,1069336,111,2.01,13338,31688,438104,4
0,2184144,0,54.85,4107,ATing's Hard,1036157,143,2.97,10413,29264,440514,4
0,1791979,0,33.38,6,Atsuro's Insane,851838,141,2.46,6048,35097,434713,
0,2150450,0,40.01,102,Peter's Galactic Vacation,1012634,304,3.05,14652,32511,437311,
0,3975160,0,0,1,Easy,1925249,86,1.37,1348,1595,468207,4
0,2419219,0,0,1,Kanon's Easy,1159367,100,1.22,432,805,468976,4
0,3920500,0,0,1,Easy,1864902,194,1.51,1636,1317,468460,4
0,4095527,0,0,1,Easy,1972414,85,1.39,2157,1425,468434,4
0,4164030,0,0,1,ucitysm's easy,2002100,111,1.05,859,1153,468624,4
0,2353498,0,0,1,Easy,1126358,256,0.94,13419,29044,440733,4
0,1612129,0,56.23,4107,Serendipity,766939,143,3.42,10188,40406,429418,
0,241578,0,51.41,1943,EXHAUST,88692,111,2.93,129379,86894,382722,
0,1769131,0,57.3,4107,Petal,845865,163,2.97,2259,40850,428956,
0,1896448,0,56.18,4107,Haruto's Insane,908729,255,2.78,8262,39698,430102,
0,1754523,0,55.86,4107,Insane,836453,120,3,3807,41675,428261,
0,2159667,0,55.57,4107,Kalibe's Insane,1032959,95,2.8,5805,33485,436328,
0,2732592,0,57.01,4107,DeKibb's Extra,480669,247,3.01,6470,20263,449557,
64,779139,0,56.84,4107,Normal,329497,175,2.24,108971,67430,402401,4
2,1869526,0,61.86,5221,Sirius,894666,151,4.93,26682,23359,446608,4
0,1380798,0,52.2,1943,Extreme,650655,107,2.7,5958,51282,418691,
0,3787544,0,34.34,6,alevi's Insane: Keisuke's RX-7 FD,1831606,116,2.82,10324,7610,462252,
0,1343953,0,24.02,1,NM,633186,83,2.11,41958,50184,419615,4
0,1039586,0,25.82,2,4K NM,487622,87,2,52627,52510,417336,4
0,1343951,0,12.71,1,EZ,633186,83,1.43,20403,50184,419615,4
64,3078687,0,67.19,5546,Hard,1502690,174,2.23,3207,8673,461116,4
64,3033761,0,44.09,102,NM,1475460,84,1.81,2424,8237,461545,4
0,3748247,0,62.75,5221,Holding hands together,1826422,300,2.89,3279,2575,467231,
0,3968090,0,51.79,1943,The Color of Happiness Must be Orange,1921759,270,2.89,710,4618,465159,4
2,1040757,0,62.23,5221,Avalon's Insane,484327,268,3.93,117837,59771,410008,4
2,968643,0,61.79,5221,MX 'Coolest',451567,87,3.93,127774,61625,408207,4
64,3801863,0,72.85,5637,Normal,1850702,104,2.18,857,5672,464105,4
0,1244426,0,32.91,6,Real's Extra,576030,128,2.84,59319,47233,422547,
0,4115480,0,17.17,1,NORMAL,1981845,175,2.11,1085,595,469235,4
0,4046856,0,14.21,1,White Normal,1900450,181,2.27,1018,477,469308,4
0,4114052,0,15.59,1,polyrhythmic nightmare | Stage 2,1968814,39,1.89,2774,355,469424,4
0,3904962,0,11.46,1,(normal),1894849,73,2.53,895,415,469366,4
0,4114051,0,12.74,1,happy seals uwu | Stage 1,1968814,39,1.56,3508,355,469424,4
0,4121560,0,7.05,1,Normal Bond,1984411,88,2.14,1708,764,469013,4
0,4109790,0,6.85,1,Aisuru panorama // Normal,1979500,200,2.49,234,377,469400,4
64,3099992,0,52.45,1943,New World,1514170,78,2.69,9165,16771,453043,
64,3217116,0,37.94,25,Wasted,1575739,108,2.39,430220,16303,453480,
0,3114646,0,63.77,5221,Extreme,1521890,185,3.06,5195,11554,458211,
2,1931860,0,55.43,4107,Lucky,924800,280,4.52,12105,31043,438712,4
0,3489668,0,42.66,102,Hard,1707808,136,2.62,414,6076,463707,5
0,954254,0,51.19,1943,Fycho's Expert,440706,82,2.86,122314,62994,406791,
0,959882,0,58.84,4107,Insane,445983,246,2.76,31547,63068,406731,
0,644293,0,10.96,1,8K Normal,283841,96,1.91,4292,69462,400572,8
0,2667608,0,48.74,538,Dustinati's Insane,1258918,259,2.76,26247,23607,446170,
0,3152118,0,36.71,25,>w<,1542046,158,2.6,39184,17192,452600,
64,3882971,0,68.28,5546,Hard,1885830,84,2.94,6741,5225,464558,4
0,102264,0,55.28,4107,H2O,29853,75,2.56,33768,103670,365941,
64,1581999,0,42.15,102,Shunao's Normal,750743,83,1.93,295353,41959,427844,
0,2126494,0,61.65,5221,A journey to a sinister past,1015980,300,3.24,3213,28980,440869,
0,2355149,0,12.23,1,SCATTERED IN ILLUSION,1127207,94,2.5,19029,25398,444456,
256,2450539,0,71.02,5637,MASTER,1174746,131,4.01,69852,24922,444857,4
64,3664940,0,78.71,5425,VisD's Advanced,1537104,134,2.27,1667,9685,460092,4
0,2351131,0,53.57,1943,Impure's Extra,1123448,93,3.14,3438,29210,440602,
0,2783902,0,7.85,1,Hard,1342479,79,2.25,37575,20125,449773,
0,1954394,0,6.57,1,Collab Normal,929284,190,1.26,174798,37710,432066,
0,1971372,0,0,1,Normal,941085,235,1.91,211608,37240,432563,
0,1706332,0,0,1,Niva's Hard,791667,136,1.75,58653,40443,429228,
0,2781196,0,0,1,Insane,1342479,86,2.53,77131,20125,449773,
0,2220287,0,63.04,5221,Extra,1060431,172,2.89,44051,23983,446047,
0,3182373,0,60.91,5221,"Farewell, My Sakura.",1557866,173,3.03,4519,13247,456633,
0,3794452,0,46.57,538,Resolute,1847155,248,3.13,1258,4889,464895,
0,2315299,0,58.69,4107,Extra,1102376,77,2.86,46660,26313,443463,
0,973014,0,53.41,1943,toybot's Extra,395359,229,2.97,10038,56448,413328,
0,4098827,0,48.8,538,zekkoya's Idolless Insane,1974878,194,2.53,29865,2285,467504,
0,2856626,0,52.83,1943,KeRLi_ x Waaif's Extra,1177947,151,3.05,6952,7590,462187,
0,589581,0,60.69,5221,Priti's Ultra,232273,116,3.17,13924,70130,399894,
0,3314113,0,42.8,102,Ocean,1623184,166,2.54,6469,11128,458650,4
0,3643074,0,24.31,1,Normal,1778816,123,2.16,5793,7168,462904,4
0,2040486,0,51.53,1943,Endless Expanse,974832,219,3.14,22014,34446,435362,
0,1129923,0,53.2,1943,Gero'nimo,302303,188,3.06,23537,56188,413648,
0,859591,0,55.09,4107,Insane,394592,104,2.58,45571,63906,405873,
0,164388,0,45.42,538,Collab,53986,221,2.63,24559,95115,374505,
64,4139836,0,69.63,5637,Standard,1986557,132,2.39,1427,659,469113,4
0,49067,0,50.66,1943,Lunatic,13235,145,2.9,49488,115470,354254,
64,3866660,0,60.21,5221,ADVANCED,1877909,130,2.52,5398,5773,463886,4
0,611751,0,67.87,5546,Extra,268693,161,3.44,32148,72327,397459,
0,1863293,0,2.36,1,Easy,891366,116,1.26,782838,40374,429444,
0,140653,0,55.47,4107,Hard,44964,93,2.59,15451,95782,373844,
0,1988748,0,51.52,1943,Extra,952409,66,2.53,1709586,37469,432333,
0,533332,0,47.23,538,Lunatic,227847,153,2.46,91748,75814,394012,
0,1025348,0,59.92,5221,Blooming,480273,359,2.81,30258,57684,412127,
0,2284729,0,56.13,4107,Seolv's Insane,1066365,153,2.96,13203,30717,439059,
0,3034612,0,27.26,2,Pairo's Easy,1479205,102,1.95,8425,16570,453207,4
0,2346531,0,54.7,4107,Extra,1122898,193,2.8,4302,29407,440231,
256,3030824,0,57.86,4107,FLeVI's Future,1469980,145,3.58,20769,8900,460858,4
0,2328398,0,0,1,Normal,1114649,43,1.42,46494,29702,439946,
0,3062351,0,60.11,5221,EX,1494099,205,3.21,1870,16512,453280,
0,2586572,0,62.9,5221,Affection,1244298,224,2.85,3403,24476,445206,
0,2656768,0,31.12,6,angki's Normal,1278929,88,2.36,25879,20689,449090,4
0,436886,0,55.61,4107,Fycho's Insane,178167,88,2.96,32177,64123,405653,
256,2384812,0,47.23,538,Daeng's Hard,1141872,83,3.26,60642,26409,443312,4
0,2650194,0,55.32,4107,kiry's Lunatic,1161525,191,2.75,4280,19518,450115,
0,2881729,0,59.48,4107,Paradise,1396223,94,3.07,1999,11561,458248,
0,1443865,0,56.7,4107,Dynamix's MEGA,682002,118,3.35,2439,42376,427344,
0,1720784,0,53.7,1943,Leader's Expert,641201,118,3.6,2034,38962,430725,
0,80940,0,57.63,4107,Delusion,23695,109,3.19,9277,110526,359134,
0,174604,0,56.96,4107,Insane,58013,95,2.81,68217,91375,378241,
256,378746,0,63.05,5221,victorica's 4K EXTREME,153971,113,3.63,108739,82257,387519,4
0,1282064,0,55.7,4107,Light Insane,606938,87,2.91,24840,48697,421085,
0,3725254,0,63.27,5221,Vanity,1815870,275,3.21,1011,6296,463483,
64,2613375,0,54.78,4107,Lita's Hard,1254196,119,3.13,23667,19382,450394,4
0,3553141,0,23.39,1,[n__n],1738412,100,2.14,3039,10858,458918,7
0,980812,0,17.51,1,Doyak's Normal,326920,130,2.09,222777,57672,412160,
64,1109184,0,24.21,1,BASIC,514461,117,1.46,25992,50709,419124,4
64,3511776,0,17.98,1,NOVICE,1717598,115,1.45,4070,8728,461221,4
64,2970953,0,58.9,4107,Koori's Insane,1432816,253,2.6,41692,17947,451685,
64,2813833,0,57.67,4107,Oriental's Light Insane,1358802,244,2.42,14548,20623,449155,
2,767309,0,60.14,5221,Hyper Lv.22,347779,148,3.98,251336,69379,400406,4
64,2102419,0,60.08,5221,Ash's Normal,1004416,141,2.24,11250,28755,441060,4
0,1114754,0,51.88,1943,Farewell,525260,343,2.75,60564,54345,415455,
64,569636,0,59.45,4107,Insane,236292,111,2.45,1408988,74992,394786,
64,299167,0,60.65,5221,Bloody,115873,72,2.6,286268,86072,383536,
64,1291658,0,51.39,1943,Yamicchi's Insane,611956,112,2.3,385506,49916,419874,
64,1537449,0,59.64,5221,Alphabet's Insane,721240,77,2.55,93717,46431,423387,
64,888305,0,58.9,4107,"Sorry, But We Are Just Friends",409164,154,2.6,287210,62131,407663,
64,2023147,0,59.56,5221,Disillusioned,966574,86,2.54,63927,36916,432856,
0,2279617,0,51.84,1943,Special,1090503,88,2.87,33984,30944,438744,
0,1979194,0,56.48,4107,Deppy's Expert,943947,182,2.96,2142,35123,434669,
0,2343752,0,18.56,1,Sya's Beginner,1103802,116,1.64,20831,25229,444561,4
0,3234091,0,8.74,1,Sya's BEGINNER,1580868,116,1.51,8798,14335,455466,4
0,1943984,0,60.97,5221,Kite's Extra,924551,88,2.83,8541,36539,433250,
0,138549,0,60.27,5221,Deus Ex,38459,87,2.82,88395,99196,370412,
0,2603705,0,61.66,5221,Extra Stage,1252829,175,3.3,6220,19392,450447,
0,3272735,0,48.77,538,Kirishima-'s Expert,1601229,84,2.87,11346,13737,456086,
0,2836380,0,55.36,4107,Down's Extra,950606,161,4.6,4953,20982,448872,
0,3287758,0,61.58,5221,Transient,1610224,195,2.95,9320,12584,457197,
0,3844593,0,49.9,1943,Mountain of Faith,1868797,690,3.05,2100,5529,464290,
0,3988647,0,56.88,4107,Experto,1930803,214,3.28,1889,3526,466430,
0,4057685,0,55.11,4107,Encounter,1958526,290,2.84,3150,2848,466934,
0,3434978,0,71.96,5637,Insane,1681416,171,3.08,2453,12511,457248,
64,2981716,0,61.92,5221,Hydria's Normal,1440359,140,2.19,8706,11715,457981,4
0,1715819,0,62.2,5221,AyyLazy's GR4VITY,742031,110,3.88,5760,35068,434722,
0,2125397,0,60.73,5221,Kana's Extreme,1015511,88,3.22,5472,34402,435422,
64,3711679,0,71.36,5637,Seiran's Hard!,1808934,107,2.71,5211,4608,465180,4
0,3875395,0,33.34,6,Past,1866121,168,2.39,788,3059,466718,5
0,3587183,0,10.48,1,[20:00 P.M.] Easy,1752717,117,1.51,1503,5213,464571,6
0,694195,0,11.02,1,ADVANCED,310623,76,2.06,12723,71421,398355,6
0,1276141,0,64.67,5546,Sword Oratoria,604075,88,2.87,49602,52663,417114,
256,3177095,0,56.14,4107,Meccha Emoi...,1555101,133,3.95,10902,14762,454968,4
0,3021444,0,25.23,2,Chaoz's OP (Normal),1456530,109,2.14,9149,17685,452112,
0,2944305,0,24.9,2,Normal,1430243,74,2.14,22194,20053,449738,
0,2025939,0,24.88,2,Hard,968171,53,2.08,1050039,37013,432833,
0,1988749,0,14.17,1,Hard,952409,66,1.95,1339308,37469,432333,
0,2073822,0,52.23,1943,Cub's Aethereal Extra,990035,138,3.31,3006,33236,436431,
0,35687,0,52.94,1943,Cyclone's Goodbye,8707,174,3.05,7352,121765,347937,
64,3184256,0,60.09,5221,ArtZone's NOVICE,1544508,103,2.19,6883,11072,458704,4
0,3480433,0,60.8,5221,Insane,1703436,89,2.88,3641,8933,460848,4
0,2264405,0,51.35,1943,"Pattern 05b ""exETX"" Zetera",917159,144,3.01,1566,24898,444921,
0,1915426,0,63.77,5221,"Pattern -0 ""NUL""",917159,144,2.66,2871,24898,444921,
64,3683612,0,50.14,1943,Normal,1730730,164,1.97,1964,7968,462084,
0,3386380,0,49.2,538,Tuffiii's Hard,1648401,209,2.64,2817,13206,456654,
64,3801835,0,48.25,538,Normal!,1849738,238,2,3204,7011,462765,
64,3983528,0,48.05,538,Normal,1884903,179,1.99,1144,4274,465509,
64,3452007,0,47.26,538,Mathew's Normal,1675997,83,1.97,4332,10790,458996,
0,3280507,0,47,538,Hard,1588756,207,2.4,6447,15058,454733,
64,4044416,0,46.35,538,Normal,1952617,170,2.01,825,2587,467372,
0,3885407,0,60.24,5221,7K Hard,365702,88,3.11,950,5880,463915,7
0,255700,0,49.36,538,Exw,92509,260,2.78,56457,87060,382549,
0,3508897,0,21.47,1,Normal,1717093,95,2.08,8005,10680,459099,4
0,3589240,0,23.13,1,Normal,1753837,81,1.99,3372,9409,460371,4
0,691267,0,22.51,1,Lv.7,309176,87,1.88,81165,71205,398579,4
64,2396602,0,55.9,4107,Normal,1146189,91,2.16,22086,27207,442443,4
0,3655946,0,59.65,5221,Liyuu's Insane,1758678,214,2.78,2723,9494,460288,
0,2480916,0,59.99,5221,Angelic Sparkle,1190716,87,2.66,10459,24317,445506,
0,2311453,0,54.1,1943,Reform's Extra,1105934,102,2.75,42588,26786,442990,
0,2311452,0,59.29,4107,PikA's Extra,1105934,102,2.64,26172,26786,442990,
0,2267377,0,53.4,1943,Expert,1012262,98,2.8,61965,29403,440295,
64,898367,0,57.37,4107,Determination,414432,168,2.66,79938,51341,418538,
0,2233987,0,57.3,4107,Yooh's Extra,1067029,54,3.47,6903,30658,439173,
0,535335,0,5.92,1,Frostmourne's Normal,230094,157,1.59,25317,75772,394004,
0,817623,0,52.3,1943,Contamination,373240,299,2.74,32039,67338,402503,
0,1113330,0,28.51,2,Normal,523457,113,1.93,30599,59098,410724,4
256,3518269,0,78.11,5425,Sya's MASTER!!,1721538,177,4.06,8330,9443,460333,4
0,3605160,0,0,1,BASIC,1702342,119,1.59,1589,8983,460803,4
64,2368085,0,64.61,5546,Stack's Insane,1128013,88,2.76,22788,28423,441212,
0,16364,0,57.03,4107,Normal,1735,181,2.51,10659,131531,338077,
0,1825727,0,56.33,4107,Dear Vell (Special),720066,101,2.68,5616,35845,434163,
0,2149492,0,13.06,1,Normal,1019827,248,1.83,139014,33803,436000,
0,1582773,0,4.48,1,Mirash's Hard,751846,102,2.18,66591,45530,424309,
0,1569463,0,20.01,1,Advanced,743239,161,2.15,18279,47071,422774,
0,858074,0,19.34,1,Gaia's Norm@l,389343,115,2.12,9771,61527,403374,
0,3279599,0,53.77,1943,browiec's Extra,1568907,77,2.84,8420,12901,456924,
0,2771418,0,46.25,538,affection,1337889,216,2.71,9493,20070,449714,
